Long_form,A_ions,B_ions,C_ions,A_ion_coefficient,B_ion_coefficient,C_ion_coefficient
(3AMP)FA0.9MA2.1Pb4I13,(3AMP); FA; MA,Pb,I,1; 0.9; 2.1,4,13
CsPb0.98I3,Cs,Pb,I,1,0.98,3
CsPb0.95I3,Cs,Pb,I,1,0.95,3
CsPb0.93I3,Cs,Pb,I,1,0.93,3
CsPb0.9I3,Cs,Pb,I,1,0.9,3
CsPb0.85I3,Cs,Pb,I,1,0.85,3
FA0.75MA0.25PbBr0.45I2.55,FA; MA,Pb,Br; I,0.75; 0.25,1,0.45; 2.55
FA0.71MA0.29PbBr0.42I2.58,FA; MA,Pb,Br; I,0.71; 0.29,1,0.42; 2.58
FA0.66MA0.34PbBr0.42I2.58,FA; MA,Pb,Br; I,0.66; 0.34,1,0.42; 2.58
(PEA)2MA4Pb5I16,(PEA); MA,Pb,I,2; 4,5,16
(BDA)MAPbI4,(BDA); MA,Pb,I,1; 1,1,4
Cs0.1FA0.54MA0.36PbI3,Cs; FA; MA,Pb,I,0.1; 0.54; 0.36,1,3
Cs0.15FA0.51MA0.34PbI3,Cs; FA; MA,Pb,I,0.15; 0.51; 0.34,1,3
BA0.15FA0.85SnI3,BA; FA,Sn,I,0.15; 0.85,1,3
Cs0.025FA0.825MA0.15PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.025; 0.825; 0.15,1,0.45; 2.55
(TFEA)2Cs0.975FA32.175MA5.85Pb40Br18.15I102.85,(TFEA); Cs; FA; MA,Pb,Br; I,2; 0.975; 32.175; 5.85,40,18.15; 102.85
(TFEA)2Cs0.725FA23.925MA4.35Pb29Br13.65I77.35,(TFEA); Cs; FA; MA,Pb,Br; I,2; 0.725; 23.925; 4.35,29,13.65; 77.35
(TFEA)2Cs0.475FA15.675MA2.85Pb20Br9.15I51.85,(TFEA); Cs; FA; MA,Pb,Br; I,2; 0.475; 15.675; 2.85,20,9.15; 51.85
(TFEA)2Cs0.225FA7.425MA1.35Pb10Br4.65I26.35,(TFEA); Cs; FA; MA,Pb,Br; I,2; 0.225; 7.425; 1.35,10,4.65; 26.35
Cs0.05FA0.79MA0.15PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.15,1,0.51; 2.49
Cs0.8MA0.2PbI3,Cs; MA,Pb,I,0.8; 0.2,1,3
Cs0.05FA0.79MA0.16PbBr0.41I2.59,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.41; 2.59
Cs0.2FA0.8PbBr0.32I2.68,Cs; FA,Pb,Br; I,0.2; 0.8,1,0.32; 2.68
MAPb0.97Zn0.03I3,MA,Pb; Zn,I,1,0.97; 0.03,3
Cs0.1FA0.75MA0.13PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.1; 0.75; 0.13,1,0.45; 2.55
Cs0.065FA0.79MA0.145PbBr0.49I2.51,Cs; FA; MA,Pb,Br; I,0.065; 0.79; 0.145,1,0.49; 2.51
FA0.75MA0.25PbI3,FA; MA,Pb,I,0.75; 0.25,1,3
(BEA)2MA3Pb4I13,(BEA); MA,Pb,I,2; 3,4,13
(BYA)2MA3Pb4I13,(BYA); MA,Pb,I,2; 3,4,13
FA0.8MA0.2PbI3,FA; MA,Pb,I,0.8; 0.2,1,3
Cs0.05FA0.05MA0.9PbBr0.05I2.95,Cs; FA; MA,Pb,Br; I,0.05; 0.05; 0.9,1,0.05; 2.95
Cs0.1FA0.9PbBr0.09I2.91,Cs; FA,Pb,Br; I,0.1; 0.9,1,0.09; 2.91
Cs0.1FA0.9PbBr0.6I2.4,Cs; FA,Pb,Br; I,0.1; 0.9,1,0.6; 2.4
Cs0.15MA0.85PbBr1.2I1.8,Cs; MA,Pb,Br; I,0.15; 0.85,1,1.2; 1.8
HA0.1MA0.9PbI3,HA; MA,Pb,I,0.1; 0.9,1,3
FABi0.05Pb0.95I3,FA,Bi; Pb,I,1,0.05; 0.95,3
Cs0.04FA0.92MA0.04PbI3,Cs; FA; MA,Pb,I,0.04; 0.92; 0.04,1,3
IM0.025MA0.0250.975PbI3,IM; MA,Pb,I,0.025; 0.025; 0.975,1,3
IM0.05MA0.050.95PbI3,IM; MA,Pb,I,0.05; 0.05; 0.95,1,3
IM0.1MA0.10.9PbI3,IM; MA,Pb,I,0.1; 0.1; 0.9,1,3
IM0.15MA0.150.85PbI3,IM; MA,Pb,I,0.15; 0.15; 0.85,1,3
IM0.2MA0.20.8PbI3,IM; MA,Pb,I,0.2; 0.2; 0.8,1,3
IM0.25MA0.250.75PbI3,IM; MA,Pb,I,0.25; 0.25; 0.75,1,3
IM0.3MA0.30.7PbI3,IM; MA,Pb,I,0.3; 0.3; 0.7,1,3
IM0.4MA0.40.6PbI3,IM; MA,Pb,I,0.4; 0.4; 0.6,1,3
IM0.5MA0.50.5PbI3,IM; MA,Pb,I,0.5; 0.5; 0.5,1,3
IM0.6MA0.60.4PbI3,IM; MA,Pb,I,0.6; 0.6; 0.4,1,3
(PMA)0.67FA0.33PbI3,(PMA); FA,Pb,I,0.67; 0.33,1,3
Cs0.05FA0.7885MA0.1615PbBrI2,Cs; FA; MA,Pb,Br; I,0.05; 0.7885; 0.1615,1,1; 2
CsPbBr0.31I2.69,Cs,Pb,Br; I,1,1,0.31; 2.69
MASb1.9Sn0.1I9,MA,Sb; Sn,I,1,1.9; 0.1,9
MASb1.8Sn0.2I9,MA,Sb; Sn,I,1,1.8; 0.2,9
MASb1.6Sn0.4I9,MA,Sb; Sn,I,1,1.6; 0.4,9
MA3Sb1.4Sn0.6I9,MA,Sb; Sn,I,3,1.4; 0.6,9
MASb1.2Sn0.8I9,MA,Sb; Sn,I,1,1.2; 0.8,9
MASbSnI9,MA,Sb; Sn,I,1,1; 1,9
MASb2I9,MA,Sb,I,1,2,9
FAPbBr3I,FA,Pb,Br; I,1,1,3
FAMAPbBr3I,FA; MA,Pb,Br; I,1,1,3
CsFAPbBr3I,Cs; FA,Pb,Br; I,1,1,3
HAMAPbI3,HA; MA,Pb,I,1,1,3
FABiPbI3,FA,Bi; Pb,I,1,1,3
(Ada)2FA2Pb3I10,(Ada); FA,Pb,I,2; 2,3,10
MAPb0.995Sb0.005I3,MA,Pb; Sb,I,1,0.995; 0.005,3
MAPb0.99Sb0.01I3,MA,Pb; Sb,I,1,0.99; 0.01,3
MAPb0.96Sb0.04I3,MA,Pb; Sb,I,1,0.96; 0.04,3
MAPb0.75Sb0.25I3,MA,Pb; Sb,I,1,0.75; 0.25,3
MAPb0.5Sb0.5I3,MA,Pb; Sb,I,1,0.5; 0.5,3
MAPb0.25Sb0.75I3,MA,Pb; Sb,I,1,0.25; 0.75,3
MASbI3,MA,Sb,I,1,1,3
Cs0.05FA0.79MA0.16PbBr2.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,2.51; 2.49
FA0.83MA0.17PbBr0.51I2.59,FA; MA,Pb,Br; I,0.83; 0.17,1,0.51; 2.59
MACu0.05Pb0.95Br0.1I2.9,MA,Cu; Pb,Br; I,1,0.05; 0.95,0.1; 2.9
MACu0.05Pb0.9Sn0.05Br0.1I2.9,MA,Cu; Pb; Sn,Br; I,1,0.05; 0.9; 0.05,0.1; 2.9
MACu0.05Pb0.85Sn0.1Br0.1I2.9,MA,Cu; Pb; Sn,Br; I,1,0.05; 0.85; 0.1,0.1; 2.9
MACu0.05Pb0.8Sn0.15Br0.1I2.9,MA,Cu; Pb; Sn,Br; I,1,0.05; 0.8; 0.15,0.1; 2.9
MAPbBr0.9I,MA,Pb,Br; I,1,1,0.9; 1
(PDA)2MA3Pb4I13,(PDA); MA,Pb,I,2; 3,4,13
Cs0.2FA0.8PbBr0.15I2.85,Cs; FA,Pb,Br; I,0.2; 0.8,1,0.15; 2.85
HA2PbI4,HA,Pb,I,2,1,4
HA2MA2Pb3I10,HA; MA,Pb,I,2; 2,3,10
HA2MA3Pb4I13,HA; MA,Pb,I,2; 3,4,13
MAPb(SCN)I2,MA,Pb,(SCN); I,1,1,1; 2
MAPbBr0.51I2.49,MA,Pb,Br; I,1,1,0.51; 2.49
MAPbBr0.60I2.40,MA,Pb,Br; I,1,1,0.60; 2.40
FA0.85MA0.15PbBr0.451I2.55,FA; MA,Pb,Br; I,0.85; 0.15,1,0.451; 2.55
Cs0.1FA0.7MA0.2PbBr0.5I2.5,Cs; FA; MA,Pb,Br; I,0.1; 0.7; 0.2,1,0.5; 2.5
FA0.83MA0.17PbBr0.4I2.6,FA; MA,Pb,Br; I,0.83; 0.17,1,0.4; 2.6
Cs0.07FA0.785MA0.145PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.07; 0.785; 0.145,1,0.45; 2.55
FA0.83MA0.17PbBr0.3I2.7,FA; MA,Pb,Br; I,0.83; 0.17,1,0.3; 2.7
FA0.15MA0.85PbBr0.15I2.85,FA; MA,Pb,Br; I,0.15; 0.85,1,0.15; 2.85
FA0.83MA0.17PbBr0.49I2.51,FA; MA,Pb,Br; I,0.83; 0.17,1,0.49; 2.51
Cs0.07FA0.7MA0.23PbBr0.69I2.31,Cs; FA; MA,Pb,Br; I,0.07; 0.7; 0.23,1,0.69; 2.31
MAPbBr1.25I75,MA,Pb,Br; I,1,1,1.25; 75
Ca0.05FA0.8075MA0.1425PbBr0.45I2.55,Ca; FA; MA,Pb,Br; I,0.05; 0.8075; 0.1425,1,0.45; 2.55
(H-PEA)2MA2Pb3I10,(H-PEA); MA,Pb,I,2; 2,3,10
(F-PEA)2MA2Pb3I10,(F-PEA); MA,Pb,I,2; 2,3,10
(Cl-PEA)2MA2Pb3ClI10,(Cl-PEA); MA,Pb,Cl; I,2; 2,3,1; 10
(Br-PEA)2MA2Pb3BrI10,(Br-PEA); MA,Pb,Br; I,2; 2,3,1; 10
MAPbBr0.11I2.89,MA,Pb,Br; I,1,1,0.11; 2.89
MAPbBr0.14I2.86,MA,Pb,Br; I,1,1,0.14; 2.86
Cs0.07FA0.79MA0.14PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.07; 0.79; 0.14,1,0.45; 2.55
FA0.85MA0.15Pb0.6Sn0.4Br0.45I2.55,FA; MA,Pb; Sn,Br; I,0.85; 0.15,0.6; 0.4,0.45; 2.55
(CH3ND3)PbI3,(CH3ND3),Pb,I,1,1,3
EA0.15MA0.85PbI3,EA; MA,Pb,I,0.15; 0.85,1,3
Cs0.5FA0.5PbI3,Cs; FA,Pb,I,0.5; 0.5,1,3
Cs0.75FA0.25PbI3,Cs; FA,Pb,I,0.75; 0.25,1,3
Cs0.30FA0.70PbI3,Cs; FA,Pb,I,0.30; 0.70,1,3
Cs0.05FA0.79MA0.16PbBr0.47I2.53,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.47; 2.53
Cs0.35FA0.65PbI3,Cs; FA,Pb,I,0.35; 0.65,1,3
FA0.44MA0.56PbBr0.33I2.67,FA; MA,Pb,Br; I,0.44; 0.56,1,0.33; 2.67
MAPb(BF4)0.05I2.95,MA,Pb,(BF4); I,1,1,0.05; 2.95
FA0.66MA0.34PbI3,FA; MA,Pb,I,0.66; 0.34,1,3
Cs0.07FA0.73MA0.20PbBr0.47I2.53,Cs; FA; MA,Pb,Br; I,0.07; 0.73; 0.20,1,0.47; 2.53
Cs0.1FA0.74MA0.1530PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.1; 0.74; 0.1530,1,0.51; 2.49
Bi0.95La0.05FeO3,Bi; La,Fe,O,0.95; 0.05,1,3
Cs0.05FA0.5MA0.5PbBr1.5I1.5,Cs; FA; MA,Pb,Br; I,0.05; 0.5; 0.5,1,1.5; 1.5
Cs0.05FA0.79MA016PbBr0.5I2.5,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 016,1,0.5; 2.5
Cs0.16FA0.8MA0.04PbBr1.5I1.5,Cs; FA; MA,Pb,Br; I,0.16; 0.8; 0.04,1,1.5; 1.5
Cs0.2FA0.8PbBr1.5I1.5,Cs; FA,Pb,Br; I,0.2; 0.8,1,1.5; 1.5
Cs0.16FA0.8MA0.04PbBr1.71I1.29,Cs; FA; MA,Pb,Br; I,0.16; 0.8; 0.04,1,1.71; 1.29
Cs0.16FA0.8MA0.04PbBr1.83I1.17,Cs; FA; MA,Pb,Br; I,0.16; 0.8; 0.04,1,1.83; 1.17
AN0.2MA0.8PbI3,AN; MA,Pb,I,0.2; 0.8,1,3
AN0.15FA0.5MA0.8PbI3,AN; FA; MA,Pb,I,0.15; 0.5; 0.8,1,3
AN0.15Cs0.5MA0.8PbI3,AN; Cs; MA,Pb,I,0.15; 0.5; 0.8,1,3
AN0.1MA0.9PbI3,AN; MA,Pb,I,0.1; 0.9,1,3
AN0.3MA0.7PbI3,AN; MA,Pb,I,0.3; 0.7,1,3
AN0.4MA0.6PbI3,AN; MA,Pb,I,0.4; 0.6,1,3
(CIEA)0.01MA0.99PbI3,(CIEA); MA,Pb,I,0.01; 0.99,1,3
(CIEA)0.03MA0.97PbI3,(CIEA); MA,Pb,I,0.03; 0.97,1,3
(CIEA)0.05MA0.95PbI3,(CIEA); MA,Pb,I,0.05; 0.95,1,3
(CIEA)0.1MA0.9PbI3,(CIEA); MA,Pb,I,0.1; 0.9,1,3
Cs0.05FA0.7885MA0.1615PbBr1.2I1.8,Cs; FA; MA,Pb,Br; I,0.05; 0.7885; 0.1615,1,1.2; 1.8
Cs0.05FA0.8075MA0.1425PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.8075; 0.1425,1,0.51; 2.49
Cs0.05FA0.81GU0.025MA0.11PbBr0.39I2.61,Cs; FA; GU; MA,Pb,Br; I,0.05; 0.81; 0.025; 0.11,1,0.39; 2.61
Cs0.05FA0.79GU0.05MA0.11PbBr0.39I2.61,Cs; FA; GU; MA,Pb,Br; I,0.05; 0.79; 0.05; 0.11,1,0.39; 2.61
Cs0.05FA0.76GU0.075MA0.11PbBr0.39I2.61,Cs; FA; GU; MA,Pb,Br; I,0.05; 0.76; 0.075; 0.11,1,0.39; 2.61
Cs0.05FA0.75GU0.075MA0.10PbBr0.39I2.61,Cs; FA; GU; MA,Pb,Br; I,0.05; 0.75; 0.075; 0.10,1,0.39; 2.61
Cs0.15FA0.65MA0.20PbBr0.6I2.4,Cs; FA; MA,Pb,Br; I,0.15; 0.65; 0.20,1,0.6; 2.4
Cs0.05FA0.7885MA0.1615PbBr0.4845I2.51555,Cs; FA; MA,Pb,Br; I,0.05; 0.7885; 0.1615,1,0.4845; 2.51555
FA0.8MA0.2PbBr0.45I2.55,FA; MA,Pb,Br; I,0.8; 0.2,1,0.45; 2.55
Cs0.05FA0.8MA0.15PbBr0.75I1.25,Cs; FA; MA,Pb,Br; I,0.05; 0.8; 0.15,1,0.75; 1.25
Cs0.05FA0.49MA0.16PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.05; 0.49; 0.16,1,0.51; 2.49
MA0.98PbI3,MA,Pb,I,0.98,1,3
CsPb0.5Sn0.5BrI2,Cs,Pb; Sn,Br; I,1,0.5; 0.5,1; 2
FA0.5MA0.5SnI3,FA; MA,Sn,I,0.5; 0.5,1,3
FA0.75Sn0.25I3,FA,Sn,I,0.75,0.25,3
FA0.83MA0.17Ge0.03Pb0.97Br0.3I2.7,FA; MA,Ge; Pb,Br; I,0.83; 0.17,0.03; 0.97,0.3; 2.7
Cs0.05FA0.8K0.03MA0.12Ge0.03Pb0.97Br0.3I2.7,Cs; FA; K; MA,Ge; Pb,Br; I,0.05; 0.8; 0.03; 0.12,0.03; 0.97,0.3; 2.7
Cs0.17FA0.83PbBr0.81I2.19,Cs; FA,Pb,Br; I,0.17; 0.83,1,0.81; 2.19
Cs0.25FA0.75PbBr0.60I2.40,Cs; FA,Pb,Br; I,0.25; 0.75,1,0.60; 2.40
Cs0.05FA0.795MA0.16PbBr0.51I2.5,Cs; FA; MA,Pb,Br; I,0.05; 0.795; 0.16,1,0.51; 2.5
Cs0.05FA0.7885MA0.1441PbBr0.3I2.7,Cs; FA; MA,Pb,Br; I,0.05; 0.7885; 0.1441,1,0.3; 2.7
MAPb0.98Sb0.02I3,MA,Pb; Sb,I,1,0.98; 0.02,3
MAPb0.93Sb0.07I3,MA,Pb; Sb,I,1,0.93; 0.07,3
MAEu0.1Pb0.9I3,MA,Eu; Pb,I,1,0.1; 0.9,3
MAPb0.85Sb0.15I3,MA,Pb; Sb,I,1,0.85; 0.15,3
Cs0.05FA0.70MA0.25PbI3,Cs; FA; MA,Pb,I,0.05; 0.70; 0.25,1,3
FA0.85MA0.15PbBr0.6I2.4,FA; MA,Pb,Br; I,0.85; 0.15,1,0.6; 2.4
MAEu0.02Pb0.98I3,MA,Eu; Pb,I,1,0.02; 0.98,3
MAEu0.04Pb0.96I3,MA,Eu; Pb,I,1,0.04; 0.96,3
MAEu0.06Pb0.94I3,MA,Eu; Pb,I,1,0.06; 0.94,3
MAEu0.08Pb0.92I3,MA,Eu; Pb,I,1,0.08; 0.92,3
(6-ACA)0.038MA0.962PbI3,(6-ACA); MA,Pb,I,0.038; 0.962,1,3
MAPbBr0.27I2.73,MA,Pb,Br; I,1,1,0.27; 2.73
MAPbBr0.21I2.79,MA,Pb,Br; I,1,1,0.21; 2.79
MAPbBr0.48I2.52,MA,Pb,Br; I,1,1,0.48; 2.52
MAPbBr0.84I2.16,MA,Pb,Br; I,1,1,0.84; 2.16
Cs0.05FA0.85MA0.10PbBr0.39I2.61,Cs; FA; MA,Pb,Br; I,0.05; 0.85; 0.10,1,0.39; 2.61
FA0.83MA0.13PbBr0.39I2.61,FA; MA,Pb,Br; I,0.83; 0.13,1,0.39; 2.61
Cs0.07FA0.81MA0.12PbBr0.39I2.61,Cs; FA; MA,Pb,Br; I,0.07; 0.81; 0.12,1,0.39; 2.61
(PDA)MAPbI4,(PDA); MA,Pb,I,1,1,4
(PDA)MAPb2I7,(PDA); MA,Pb,I,1; 1,2,7
(PDA)MA2Pb3I10,(PDA); MA,Pb,I,1; 2,3,10
(PDA)MA3Pb4I13,(PDA); MA,Pb,I,1; 3,4,13
MA3PA2Pb4I13,MA; PA,Pb,I,3; 2,4,13
CsGe0.1Pb0.9BrI2,Cs,Ge; Pb,Br; I,1,0.1; 0.9,1; 2
CsGe0.2Pb0.8BrI2,Cs,Ge; Pb,Br; I,1,0.2; 0.8,1; 2
CsGe0.3Pb0.7BrI2,Cs,Ge; Pb,Br; I,1,0.3; 0.7,1; 2
FA0.8MA0.2PbBr0.2I2.8,FA; MA,Pb,Br; I,0.8; 0.2,1,0.2; 2.8
FA0.67MA0.33PbBr0.33I2.67,FA; MA,Pb,Br; I,0.67; 0.33,1,0.33; 2.67
BA0.5MA0.75PbI3.25,BA; MA,Pb,I,0.5; 0.75,1,3.25
(iso-BA)0.5MA0.75PbI3.25,(iso-BA); MA,Pb,I,0.5; 0.75,1,3.25
GUMA3Pb3I12,GU; MA,Pb,I,1; 3,3,12
(NH4)6.8FA0.15MA1.7Pb7.8Br0.45I23.8,(NH4); FA; MA,Pb,Br; I,6.8; 0.15; 1.7,7.8,0.45; 23.8
(NH4)1.7FA0.15MA1.7Pb2.7Br0.45I8.5,(NH4); FA; MA,Pb,Br; I,1.7; 0.15; 1.7,2.7,0.45; 8.5
(NH4)3.4FA0.15MA1.7Pb4.4Br0.45I13.6,(NH4); FA; MA,Pb,Br; I,3.4; 0.15; 1.7,4.4,0.45; 13.6
(NH4)5.1FA0.15MA1.7Pb6.1Br0.45I18.7,(NH4); FA; MA,Pb,Br; I,5.1; 0.15; 1.7,6.1,0.45; 18.7
(NH4)8.5FA0.15MA1.7Pb9.5Br0.45I28.9,(NH4); FA; MA,Pb,Br; I,8.5; 0.15; 1.7,9.5,0.45; 28.9
(NH4)10.2FA0.15MA1.7Pb11.2Br0.45I34,(NH4); FA; MA,Pb,Br; I,10.2; 0.15; 1.7,11.2,0.45; 34
(NH4)11.9FA0.15MA1.7Pb12.9Br0.45I39.1,(NH4); FA; MA,Pb,Br; I,11.9; 0.15; 1.7,12.9,0.45; 39.1
MA2Pb(SCN)2I2,MA,Pb,(SCN); I,2,1,2; 2
FA0.85MA0.15PbBr0.5I2.5,FA; MA,Pb,Br; I,0.85; 0.15,1,0.5; 2.5
CsSn0.05I2.95,Cs,Sn,I,1,0.05,2.95
Cs0.05FA0.79MA0.16PbBr0.31I2.7,Cs; FA; MA,Pb,Br; I,0.05; 0.79; 0.16,1,0.31; 2.7
Cs0.05MA0.95Pb0.95Sn0.05Cl0.1I2.9,Cs; MA,Pb; Sn,Cl; I,0.05; 0.95,0.95; 0.05,0.1; 2.9
(PEA)0.1MA0.9SnI3,(PEA); MA,Sn,I,0.1; 0.9,1,3
(PEA)0.1FA0.9SnI3,(PEA); FA,Sn,I,0.1; 0.9,1,3
(PEA)0.1FA0.15MA0.75SnI3,(PEA); FA; MA,Sn,I,0.1; 0.15; 0.75,1,3
BA0.67MA0.67PbI3.33,BA; MA,Pb,I,0.67; 0.67,1,3.33
BA0.52GA0.15MA0.67PbI3.33,BA; GA; MA,Pb,I,0.52; 0.15; 0.67,1,3.33
MAPbBr1.7I1.3,MA,Pb,Br; I,1,1,1.7; 1.3
Cs0.2FA0.8PbBr0.36I2.64,Cs; FA,Pb,Br; I,0.2; 0.8,1,0.36; 2.64
GUPb(SCN)3I,GU,Pb,(SCN); I,1,1,3
GUPb(SCN)2.6I0.4,GU,Pb,(SCN); I,1,1,2.6; 0.4
GUPb(SCN)2.2I0.8,GU,Pb,(SCN); I,1,1,2.2; 0.8
GUPb(SCN)1.8I1.2,GU,Pb,(SCN); I,1,1,1.8; 1.2
(IEA)2MA2Pb2I7,(IEA); MA,Pb,I,2; 2,2,7
BE2FA9Pb9I28,BE; FA,Pb,I,2; 9,9,28
DI2FA8Pb9I28,DI; FA,Pb,I,2; 8,9,28
FA8PR2Pb9I28,FA; PR,Pb,I,8; 2,9,28
BU2FA8Pb9I28,BU; FA,Pb,I,2; 8,9,28
FA0.976MA0.024PbBr0.075I2.925,FA; MA,Pb,Br; I,0.976; 0.024,1,0.075; 2.925
MAPbISCN,MA,Pb,I; SCN,1,1,1
MAPbBr0.81I2.19,MA,Pb,Br; I,1,1,0.81; 2.19
FA0.98MA0.02PbBr0.06I2.94,FA; MA,Pb,Br; I,0.98; 0.02,1,0.06; 2.94
Cs0.1FA0.65MA0.25PbI3,Cs; FA; MA,Pb,I,0.1; 0.65; 0.25,1,3
(APMim)PbBr2I3,(APMim),Pb,Br; I,1,1,2; 3
(APMim)PbBrI3,(APMim),Pb,Br; I,1,1,1; 3
CsPb0.94Zn0.06BrI2,Cs,Pb; Zn,Br; I,1,0.94; 0.06,1; 2
CsPb0.9Zn0.1Br2I,Cs,Pb; Zn,Br; I,1,0.9; 0.1,2; 1
CsPb0.88Zn0.12BrI2,Cs,Pb; Zn,Br; I,1,0.88; 0.12,1; 2
BA2Cs0.15MA2.85Pb4I13,BA; Cs; MA,Pb,I,2; 0.15; 2.85,4,13
Cs0.07FA0.9MA0.03PbBr0.24I2.76,Cs; FA; MA,Pb,Br; I,0.07; 0.9; 0.03,1,0.24; 2.76
Cs0.45FA0.55PbI3,Cs; FA,Pb,I,0.45; 0.55,1,3
Cs0.70FA0.30PbI3,Cs; FA,Pb,I,0.70; 0.30,1,3
Cs0.02FA0.98PbI3,Cs; FA,Pb,I,0.02; 0.98,1,3
FA0.84MA0.16PbBr0.4I2.6,FA; MA,Pb,Br; I,0.84; 0.16,1,0.4; 2.6
PAPbI3,PA,Pb,I,1; 1,1,3
MA0.5PA0.5PbI3,MA; PA,Pb,I,0.5; 0.5,1,3
EA2MA19Pb20I61,EA; MA,Pb,I,2; 19,20,61
EA2MA9Pb10I31,EA; MA,Pb,I,2; 9,10,31
EA2MA5Pb6I19,EA; MA,Pb,I,2; 5,6,19
Cs0.05FA0.81MA0.14PbBr0.4I2.6,Cs; FA; MA,Pb,Br; I,0.05; 0.81; 0.14,1,0.4; 2.6
Cs0.08FA0.78MA0.14PbBr0.42I2.58,Cs; FA; MA,Pb,Br; I,0.08; 0.78; 0.14,1,0.42; 2.58
Cs0.04FA0.80MA0.16PbBr0.5I2.5,Cs; FA; MA,Pb,Br; I,0.04; 0.80; 0.16,1,0.5; 2.5
FA0.83MA0.17PbBr0.47I2.53,FA; MA,Pb,Br; I,0.83; 0.17,1,0.47; 2.53
MAPbBr0.015I2.985,MA,Pb,Br; I,1,1,0.015; 2.985
MAPbBr0.045I2.955,MA,Pb,Br; I,1,1,0.045; 2.955
MAPbBr0.06I2.94,MA,Pb,Br; I,1,1,0.06; 2.94
FA0.87MA0.13PbI3,FA; MA,Pb,I,0.87; 0.13,1,3
Cs0.11FA0.74MA0.15PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.11; 0.74; 0.15,1,0.51; 2.49
Cs0.15FA0.85PbBr0.25I2.75,Cs; FA,Pb,Br; I,0.15; 0.85,1,0.25; 2.75
CsGeI3,Cs,Ge,I,1,1,3
Cs0.05FA0.7885MA0.1615PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.05; 0.7885; 0.1615,1,0.45; 2.55
(DMA)PbI3,DiMA,Pb,I,1,1,3
FA0.81MA0.19Pb0.57I2.33,FA; MA,Pb,I,0.81; 0.19,0.57,2.33
MAPbBr0.2I2.7,MA,Pb,Br; I,1,1,0.2; 2.7
FA0.81MA0.19PbBr0.5I2.5,FA; MA,Pb,Br; I,0.81; 0.19,1,0.5; 2.5
Cs0.17FA0.83PbBr0.75I2.25,Cs; FA,Pb,Br; I,0.17; 0.83,1,0.75; 2.25
MAPb0.93Sb0.03I3,MA,Pb; Sb,I,1,0.93; 0.03,3
Cs0.05FA0.8MA0.15PbI3,Cs; FA; MA,Pb,I,0.05; 0.8; 0.15,1,3
Cs0.05FA0.90MA0.05PbBr0.15I2.85,Cs; FA; MA,Pb,Br; I,0.05; 0.90; 0.05,1,0.15; 2.85
Cs0.15FA0.85PbBr0.9I2.1,Cs; FA,Pb,Br; I,0.15; 0.85,1,0.9; 2.1
FA0.85MA0.10PbBr0.3I2.7,FA; MA,Pb,Br; I,0.85; 0.10,1,0.3; 2.7
CsFAPbBr0.2I2.8,Cs; FA,Pb,Br; I,1; 1,1,0.2; 2.8
CsFAPbI3,Cs; FA,Pb,I,1; 1,1,3
CsFAPbBrClI,Cs; FA,Pb,Br; Cl; I,1; 1,1,1; 1; 1
Cs0.07FA0.78MA0.15PbBr0.51I2.49,Cs; FA; MA,Pb,Br; I,0.07; 0.78; 0.15,1,0.51; 2.49
Cs0.15FA0.72MA0.13PbBr0.45I2.55,Cs; FA; MA,Pb,Br; I,0.15; 0.72; 0.13,1,0.45; 2.55
Cs0.005Pb0.995Br1.99I1.01,Cs,Pb,Br; I,0.005,0.995,1.99; 1.01
Cs0.01Pb0.99Br1.98I1.02,Cs,Pb,Br; I,0.01,0.99,1.98; 1.02
Cs0.02Pb0.98Br1.96I1.04,Cs,Pb,Br; I,0.02,0.98,1.96; 1.04
Cs0.05Pb0.95Br1.9I1.1,Cs,Pb,Br; I,0.05,0.95,1.9; 1.1
BA2MA3Pb3SnI13,BA; MA,Pb; Sn,I,2; 3,3; 1,13
MA2PbI4,MA,Pb,I,2,1,4
Ba0.1K0.9Nb0.95Ni0.05O3,Ba; K,Nb; Ni,O,0.1; 0.9,0.95; 0.05,3
MA2SnI6,MA,Sn,I,2,1,6
Cs0.04FA0.96PbI3,Cs; FA,Pb,I,0.04; 0.96,1,3
Cs0.08FA0.92PbI3,Cs; FA,Pb,I,0.08; 0.92,1,3
Cs0.05FA0.76MA0.16PbBr0.49I2.51,Cs; FA; MA,Pb,Br; I,0.05; 0.76; 0.16,1,0.49; 2.51
